N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE;LATITUDE;LONGITUDE
9336;COUFFO;DOGBO;TOTCHANGNI CENTRE;TOTCHANGNI;EPP TOTCHANGNI CENTRE;PV 02;6.8282103;1.8624157
9337;COUFFO;KLOUEKANMEY;ADJAHONME;ADJAHONME;EPP CENTRE G/A,B ET C;PV 01;6.9814182;1.8385634
9338;COUFFO;KLOUEKANMEY;ADJAHONME;ADJAHONME;EPP CENTRE G/A,B ET C;PV 02;6.9814182;1.8385634
9339;COUFFO;KLOUEKANMEY;ADJAHONME;ADJAHONME;EPP CENTRE G/A,B ET C;PV 03;6.9814182;1.8385634
9340;COUFFO;KLOUEKANMEY;ADJAHONME;ADJAHONME;EPP CENTRE G/A,B ET C;PV 04;6.9814182;1.8385634
9341;COUFFO;KLOUEKANMEY;ADJAHONME;ADJAHONME;HANGAR PLACE PUBI DAOHOUE;PV 01;6.9814182;1.8385634
9343;COUFFO;KLOUEKANMEY;ADJAHONME;BETOUME;PLACE PUBLIQUE (MARCHE);PV 01;6.9814182;1.8385634
9344;COUFFO;KLOUEKANMEY;ADJAHONME;BETOUME;PLACE PUBLIQUE (MARCHE);PV 02;6.9814182;1.8385634
9345;COUFFO;KLOUEKANMEY;ADJAHONME;DAYEHOUE;EPP DAYEHOUE;PV 01;6.9814182;1.8385634
9346;COUFFO;KLOUEKANMEY;ADJAHONME;DAYEHOUE;EPP DAYEHOUE;PV 02;6.9814182;1.8385634
9347;COUFFO;KLOUEKANMEY;ADJAHONME;EDAHOUE;EPP MINONDJOU;PV 01;6.9814182;1.8385634
9348;COUFFO;KLOUEKANMEY;ADJAHONME;EDAHOUE;EPP MINONDJOU;PV 02;6.9814182;1.8385634
9349;COUFFO;KLOUEKANMEY;ADJAHONME;EDAHOUE;HANGAR PLACE PUBLIQUE TCHIKPAHOUE;PV 01;6.9814182;1.8385634
9350;COUFFO;KLOUEKANMEY;ADJAHONME;EDAHOUE;HANGAR PLACE PUBLIQUE TCHOKOHOUE;PV 01;6.9814182;1.8385634
9351;COUFFO;KLOUEKANMEY;ADJAHONME;GODOHOU;EPP GODOHOU CENTRE;PV 01;6.9814182;1.8385634
9352;COUFFO;KLOUEKANMEY;ADJAHONME;GODOHOU;EPP GODOHOU CENTRE;PV 02;6.9814182;1.8385634
9353;COUFFO;KLOUEKANMEY;ADJAHONME;GODOHOU;HANGAR PLACE PUBL TCHOKODOHOUE;PV 01;6.9814182;1.8385634
9354;COUFFO;KLOUEKANMEY;ADJAHONME;HOHLUIME;EPP ADJAHONME CENTRE G/B;PV 01;6.9814182;1.8385634
9355;COUFFO;KLOUEKANMEY;ADJAHONME;HOHLUIME;EPP ADJAHONME CENTRE G/B;PV 02;6.9814182;1.8385634
9356;COUFFO;KLOUEKANMEY;ADJAHONME;HOHLUIME;EPP TINMANHANHOUE;PV 01;6.9814182;1.8385634
9357;COUFFO;KLOUEKANMEY;ADJAHONME;KPEVIDJI;EPP KPEVIDJI CENTRE;PV 01;6.9814182;1.8385634
9358;COUFFO;KLOUEKANMEY;ADJAHONME;KPEVIDJI;EPP KPEVIDJI CENTRE;PV 02;6.9814182;1.8385634
9359;COUFFO;KLOUEKANMEY;ADJAHONME;KPEVIDJI;EPP KPEVIDJI CENTRE;PV 03;6.9814182;1.8385634
9360;COUFFO;KLOUEKANMEY;ADJAHONME;KPEVIDJI;HANGAR PLACE PUBL BOTCHIHOUE;PV 01;6.9814182;1.8385634
9361;COUFFO;KLOUEKANMEY;ADJAHONME;KPEVIDJI;HANGAR PLACE PUBL EYOUHOUE;PV 01;6.9814182;1.8385634
9362;COUFFO;KLOUEKANMEY;ADJAHONME;OLOUHOUE;EPP OLOUHOUE;PV 01;6.9814182;1.8385634
9363;COUFFO;KLOUEKANMEY;ADJAHONME;OLOUHOUE;EPP OLOUHOUE;PV 02;6.9814182;1.8385634
9364;COUFFO;KLOUEKANMEY;ADJAHONME;OLOUHOUE;HANGAR PLACE PUBL FANTODJIHOUE;PV 01;6.9814182;1.8385634
9365;COUFFO;KLOUEKANMEY;ADJAHONME;OLOUHOUE;HANGAR PLACE PUBL KOYOHOUE;PV 01;6.9814182;1.8385634
9366;COUFFO;KLOUEKANMEY;ADJAHONME;SAWAME-HOSSOUHOUE;EPP SAWAME-HOSSOUHOUE;PV 01;6.9814182;1.8385634
9367;COUFFO;KLOUEKANMEY;ADJAHONME;SAWAME-HOSSOUHOUE;EPP SAWAME-HOSSOUHOUE;PV 02;6.9814182;1.8385634
9368;COUFFO;KLOUEKANMEY;ADJAHONME;SAWAME-HOSSOUHOUE;HANGAR PLACE PUBL SAWAME-KPODJI;PV 01;6.9814182;1.8385634
9369;COUFFO;KLOUEKANMEY;ADJAHONME;TCHANHOUIWANWOUI;HANGAR PLACE PUBL KOUTEHOUE;PV 01;6.9814182;1.8385634
9370;COUFFO;KLOUEKANMEY;ADJAHONME;TCHANHOUIWANWOUI;HANGAR PLACE PUBL KOUTEHOUE;PV 02;6.9814182;1.8385634
9371;COUFFO;KLOUEKANMEY;ADJAHONME;TCHOKPOHOUE;EPP TCHOKPOHOUE CENTRE;PV 01;6.9814182;1.8385634
9372;COUFFO;KLOUEKANMEY;ADJAHONME;TCHOKPOHOUE;HANGAR PLACE PUBL ASSOUHOUE;PV 01;6.9814182;1.8385634
9373;COUFFO;KLOUEKANMEY;ADJAHONME;TOIME;EPP MITOHOUE;PV 01;6.9814182;1.8385634
9374;COUFFO;KLOUEKANMEY;ADJAHONME;TOIME;EPP MITOHOUE;PV 02;6.9814182;1.8385634
9375;COUFFO;KLOUEKANMEY;ADJAHONME;TOIME;HANGAR PLACE PUBL TOIME CENTRE;PV 01;6.9814182;1.8385634
9376;COUFFO;KLOUEKANMEY;AHOGBEYA;AGLALI;EPP AGLALI;PV 01;6.9814182;1.8385634
9377;COUFFO;KLOUEKANMEY;AHOGBEYA;AGLALI;EPP AGLALI;PV 02;6.9814182;1.8385634
9378;COUFFO;KLOUEKANMEY;AHOGBEYA;AHOGBEYA;CEG AHOGBEYA PARTIE A;PV 01;6.9814182;1.8385634
9379;COUFFO;KLOUEKANMEY;AHOGBEYA;AHOGBEYA;CEG AHOGBEYA PARTIE A;PV 02;6.9814182;1.8385634
9380;COUFFO;KLOUEKANMEY;AHOGBEYA;DADJI;EPP DADJI;PV 01;6.9814182;1.8385634
9381;COUFFO;KLOUEKANMEY;AHOGBEYA;DJIHAMI;EPP DJIHAMI;PV 01;6.9814182;1.8385634
9382;COUFFO;KLOUEKANMEY;AHOGBEYA;DJIHAMI;EPP DJIHAMI;PV 02;6.9814182;1.8385634
9383;COUFFO;KLOUEKANMEY;AHOGBEYA;DJIHAMI;EPP DJIHAMI;PV 03;6.9814182;1.8385634
9384;COUFFO;KLOUEKANMEY;AHOGBEYA;GAHAYADJI;EPP GAHAYADJI;PV 01;6.9814182;1.8385634
9385;COUFFO;KLOUEKANMEY;AHOGBEYA;GAHAYADJI;EPP GAHAYADJI;PV 02;6.9814182;1.8385634
9386;COUFFO;KLOUEKANMEY;AHOGBEYA;GAHAYADJI;EPP GAHAYADJI;PV 03;6.9814182;1.8385634
9387;COUFFO;KLOUEKANMEY;AHOGBEYA;GAHAYANOU;PLACE PUBLIQUE FACE PETIT MARCHE;PV 01;6.9814182;1.8385634
9388;COUFFO;KLOUEKANMEY;AHOGBEYA;GAHAYANOU;PLACE PUBLIQUE FACE PETIT MARCHE;PV 02;6.9814182;1.8385634
9389;COUFFO;KLOUEKANMEY;AHOGBEYA;KLOSSOU;EPP KLOSSOU;PV 01;6.9814182;1.8385634
9390;COUFFO;KLOUEKANMEY;AHOGBEYA;KLOSSOU;EPP KLOSSOU;PV 02;6.9814182;1.8385634
9391;COUFFO;KLOUEKANMEY;AHOGBEYA;KPLAKATAGON;EPP KPLAKATAGON;PV 01;6.9814182;1.8385634
9392;COUFFO;KLOUEKANMEY;AHOGBEYA;KPLAKATAGON;EPP KPLAKATAGON;PV 02;6.9814182;1.8385634
9393;COUFFO;KLOUEKANMEY;AHOGBEYA;MADEME;EPP MADEME G/A ET B;PV 01;6.9814182;1.8385634
9394;COUFFO;KLOUEKANMEY;AHOGBEYA;MADEME;EPP MADEME G/A ET B;PV 02;6.9814182;1.8385634
9395;COUFFO;KLOUEKANMEY;AHOGBEYA;TCHETON;CEG AHOGBEYA PARTIE B;PV 01;6.9814182;1.8385634
9396;COUFFO;KLOUEKANMEY;AHOGBEYA;TCHETON;CEG AHOGBEYA PARTIE B;PV 02;6.9814182;1.8385634
9397;COUFFO;KLOUEKANMEY;AHOGBEYA;TCHETON;PLACE PUBLIQUE TCHETON;PV 01;6.9814182;1.8385634
9398;COUFFO;KLOUEKANMEY;AYAHOHOUE;AHOUDJI;EPP AHOUDJI G/A;PV 01;6.9814182;1.8385634
9399;COUFFO;KLOUEKANMEY;AYAHOHOUE;AHOUDJI;EPP KEYAKPAHOUE;PV 01;6.9814182;1.8385634
9400;COUFFO;KLOUEKANMEY;AYAHOHOUE;AVEGANDJI;EPP AVEGANDJI;PV 01;6.9814182;1.8385634
9401;COUFFO;KLOUEKANMEY;AYAHOHOUE;AVEGANDJI;EPP AVEGANDJI;PV 02;6.9814182;1.8385634
9402;COUFFO;KLOUEKANMEY;AYAHOHOUE;AVEGANDJI;EPP NOUTANGNIHOUE;PV 01;6.9814182;1.8385634
9403;COUFFO;KLOUEKANMEY;AYAHOHOUE;AVEGANDJI;PLACE PUBL AKPAHOUE;PV 01;6.9814182;1.8385634
9404;COUFFO;KLOUEKANMEY;AYAHOHOUE;AVEGANDJI;PLACE PUBL SOBAKINHOUE;PV 01;6.9814182;1.8385634
9405;COUFFO;KLOUEKANMEY;AYAHOHOUE;AYAHOHOUE;BUREAU D'ARRONDISSEMENT;PV 01;6.9814182;1.8385634
9406;COUFFO;KLOUEKANMEY;AYAHOHOUE;AYAHOHOUE;BUREAU D'ARRONDISSEMENT;PV 02;6.9814182;1.8385634
9407;COUFFO;KLOUEKANMEY;AYAHOHOUE;KEDJI;EPP KEDJI;PV 01;6.9814182;1.8385634
9408;COUFFO;KLOUEKANMEY;AYAHOHOUE;KEDJI;EPP KEDJI;PV 02;6.9814182;1.8385634
9409;COUFFO;KLOUEKANMEY;AYAHOHOUE;KEDJI;EPP KEDJI;PV 03;6.9814182;1.8385634
9410;COUFFO;KLOUEKANMEY;DJOTTO;ADAHOUE;EPP AHOUEGANGBE-ADAHOUE;PV 01;6.9814182;1.8385634
9411;COUFFO;KLOUEKANMEY;DJOTTO;ADAHOUE;EPP AHOUEGANGBE-ADAHOUE;PV 02;6.9814182;1.8385634
9412;COUFFO;KLOUEKANMEY;DJOTTO;AKIME;EPP AKIME;PV 01;6.9814182;1.8385634
9413;COUFFO;KLOUEKANMEY;DJOTTO;AKIME;EPP AKIME;PV 02;6.9814182;1.8385634
9414;COUFFO;KLOUEKANMEY;DJOTTO;AVEGANME;EPP AVEGANME;PV 01;6.9814182;1.8385634
9415;COUFFO;KLOUEKANMEY;DJOTTO;AVEGANME;EPP AVEGANME;PV 02;6.9814182;1.8385634
9416;COUFFO;KLOUEKANMEY;DJOTTO;AVEGANME;EPP AVEGANME;PV 03;6.9814182;1.8385634
9417;COUFFO;KLOUEKANMEY;DJOTTO;AVEGANME;HANGAR PLACE PUBLIQUE MARCHE;PV 01;6.9814182;1.8385634
9418;COUFFO;KLOUEKANMEY;DJOTTO;DANGNONCHIHOUE;EPP DANGNONTCHIHOUE;PV 01;6.9814182;1.8385634
9419;COUFFO;KLOUEKANMEY;DJOTTO;DANGNONCHIHOUE;EPP DANGNONTCHIHOUE;PV 02;6.9814182;1.8385634
9420;COUFFO;KLOUEKANMEY;DJOTTO;DANGNONCHIHOUE;EPP DANGNONTCHIHOUE;PV 03;6.9814182;1.8385634
9421;COUFFO;KLOUEKANMEY;DJOTTO;DAVIHOUE;EPP ABLOME DAVIHOUE;PV 01;6.9814182;1.8385634
9422;COUFFO;KLOUEKANMEY;DJOTTO;DAVIHOUE;EPP ABLOME DAVIHOUE;PV 02;6.9814182;1.8385634
9423;COUFFO;KLOUEKANMEY;DJOTTO;DEKANDJI;EPP DEKANDJI;PV 01;6.9814182;1.8385634
9424;COUFFO;KLOUEKANMEY;DJOTTO;DEKANDJI;EPP DEKANDJI;PV 02;6.9814182;1.8385634
9425;COUFFO;KLOUEKANMEY;DJOTTO;DJOTTO;EPP DJOTTO CENTRE;PV 01;6.9814182;1.8385634
9426;COUFFO;KLOUEKANMEY;DJOTTO;DJOTTO;EPP DJOTTO CENTRE;PV 02;6.9814182;1.8385634
9427;COUFFO;KLOUEKANMEY;DJOTTO;DJOTTO;EPP DJOTTO CENTRE;PV 03;6.9814182;1.8385634
9433;COUFFO;KLOUEKANMEY;DJOTTO;GLOLIHOUE;EPP GLOLIHOUE;PV 01;6.9814182;1.8385634
9434;COUFFO;KLOUEKANMEY;DJOTTO;GLOLIHOUE;EPP GLOLIHOUE;PV 02;6.9814182;1.8385634
9435;COUFFO;KLOUEKANMEY;DJOTTO;GLOLIHOUE;EPP LANSOUDEHOUE;PV 01;6.9814182;1.8385634
9436;COUFFO;KLOUEKANMEY;DJOTTO;GNIGBOU;EPP GNIGBOU;PV 01;6.9814182;1.8385634
9437;COUFFO;KLOUEKANMEY;DJOTTO;GNIGBOU;EPP GNIGBOU;PV 02;6.9814182;1.8385634
9438;COUFFO;KLOUEKANMEY;DJOTTO;GNIGBOUGAN;EPP GNIGBOUGAN;PV 01;6.9814182;1.8385634
9439;COUFFO;KLOUEKANMEY;DJOTTO;GNIGBOUGAN;EPP GNIGBOUGAN;PV 02;6.9814182;1.8385634
9440;COUFFO;KLOUEKANMEY;DJOTTO;HOUENOUSSOU;PLACE PUBLIQUE DANDJESSOHOUE;PV 01;6.9814182;1.8385634
9441;COUFFO;KLOUEKANMEY;DJOTTO;HOUENOUSSOU;PLACE PUBLIQUE DANDJESSOHOUE;PV 02;6.9814182;1.8385634
9442;COUFFO;KLOUEKANMEY;DJOTTO;YENAWA;EPP YENAWA;PV 01;6.9814182;1.8385634
9443;COUFFO;KLOUEKANMEY;DJOTTO;YENAWA;EPP YENAWA;PV 02;6.9814182;1.8385634
9444;COUFFO;KLOUEKANMEY;DJOTTO;YEVIHOUE;HANGAR PLACE PUBLIQUE YEVIHOUE;PV 01;6.9814182;1.8385634
9445;COUFFO;KLOUEKANMEY;DJOTTO;YEVIHOUE;HANGAR PLACE PUBLIQUE YEVIHOUE;PV 02;6.9814182;1.8385634
9446;COUFFO;KLOUEKANMEY;DJOTTO;ZOHOUDJI;PLACE PUBLIQUE HOUNGBEDJIHOUE;PV 01;6.9814182;1.8385634
9447;COUFFO;KLOUEKANMEY;HONDJIN;GBEBLEHOUE;EPP GBEBLEHOUE;PV 01;6.9814182;1.8385634
9448;COUFFO;KLOUEKANMEY;HONDJIN;GBEBLEHOUE;EPP GBEBLEHOUE;PV 02;6.9814182;1.8385634
9449;COUFFO;KLOUEKANMEY;HONDJIN;GBEBLEHOUE;EPP GBEBLEHOUE;PV 03;6.9814182;1.8385634
9450;COUFFO;KLOUEKANMEY;HONDJIN;HONDJIN CENTRE;EPP HONDJIN CENTRE G/A;PV 01;6.9814182;1.8385634
9451;COUFFO;KLOUEKANMEY;HONDJIN;HONDJIN CENTRE;EPP HONDJIN CENTRE G/A;PV 02;6.9814182;1.8385634
9452;COUFFO;KLOUEKANMEY;HONDJIN;HONDJIN CENTRE;PLACE PUBLIQUE AKPAHOUE;PV 01;6.9814182;1.8385634
9453;COUFFO;KLOUEKANMEY;HONDJIN;HONDJINGAN;MAGASIN GBENIFA (AZOHOUHOUE);PV 01;6.9814182;1.8385634
9454;COUFFO;KLOUEKANMEY;HONDJIN;HONDJINGAN;PLACE PUBLIQUE BOKOHOUE;PV 01;6.9814182;1.8385634
9455;COUFFO;KLOUEKANMEY;HONDJIN;KOGBETOHOUE;EPP KOGBETOHOUE;PV 01;6.9814182;1.8385634
9456;COUFFO;KLOUEKANMEY;HONDJIN;KOGBETOHOUE;EPP KOGBETOHOUE;PV 02;6.9814182;1.8385634
9457;COUFFO;KLOUEKANMEY;HONDJIN;KOGBETOHOUE;PLACE PUBLIQUE YODOUI;PV 01;6.9814182;1.8385634
9458;COUFFO;KLOUEKANMEY;HONDJIN;KOME;EPP KOME;PV 01;6.9814182;1.8385634
9459;COUFFO;KLOUEKANMEY;HONDJIN;KOME;EPP KOME;PV 02;6.9814182;1.8385634
9460;COUFFO;KLOUEKANMEY;HONDJIN;KOME;PLACE PUBLIQUE ZANGLEHOUE;PV 01;6.9814182;1.8385634
9461;COUFFO;KLOUEKANMEY;HONDJIN;SOGLONOUHOUE;EPP SOGLONOUHOUE;PV 01;6.9814182;1.8385634
9462;COUFFO;KLOUEKANMEY;HONDJIN;SOGLONOUHOUE;EPP SOGLONOUHOUE;PV 02;6.9814182;1.8385634
9463;COUFFO;KLOUEKANMEY;HONDJIN;SOGLONOUHOUE;EPP SOGLONOUHOUE;PV 03;6.9814182;1.8385634
9464;COUFFO;KLOUEKANMEY;HONDJIN;SOGLONOUHOUE;PLACE PUBLIQUE DJAHOHOUE;PV 01;6.9814182;1.8385634
9465;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBLECOME;PLACE PUBLIQUE AGBLECOME;PV 01;6.9814182;1.8385634
9466;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBLECOME;PLACE PUBLIQUE AGBLECOME;PV 02;6.9814182;1.8385634
9467;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBLECOME;PLACE PUBLIQUE AGBLECOME;PV 03;6.9814182;1.8385634
9468;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBODONHOUIN;EPP AGBODONHOUIN GROUPE A;PV 01;6.9814182;1.8385634
9469;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBODONHOUIN;EPP AGBODONHOUIN GROUPE A;PV 02;6.9814182;1.8385634
9470;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBODONHOUIN;EPP AGBODONHOUIN GROUPE A;PV 03;6.9814182;1.8385634
9471;COUFFO;KLOUEKANMEY;KLOUEKANME;AGBODONHOUIN;PLACE PUBLIDUE KOUGBE;PV 01;6.9814182;1.8385634
9472;COUFFO;KLOUEKANMEY;KLOUEKANME;DAVITOHOUE;HANGAR PLACE PUBLIQUE DAVITOHOUE;PV 01;6.9814182;1.8385634
9473;COUFFO;KLOUEKANMEY;KLOUEKANME;DAVITOHOUE;HANGAR PLACE PUBLIQUE DAVITOHOUE;PV 02;6.9814182;1.8385634
9474;COUFFO;KLOUEKANMEY;KLOUEKANME;DJIDJOLI;PLACE PUBLIQUE TANKPA;PV 01;6.9814182;1.8385634
9475;COUFFO;KLOUEKANMEY;KLOUEKANME;DJIDJOLI;PLACE PUBLIQUE ZOHOUNGO;PV 01;6.9814182;1.8385634
9476;COUFFO;KLOUEKANMEY;KLOUEKANME;EHUZU;EPP EHUZU G/A;PV 01;6.9814182;1.8385634
9477;COUFFO;KLOUEKANMEY;KLOUEKANME;EHUZU;EPP EHUZU G/A;PV 02;6.9814182;1.8385634
9478;COUFFO;KLOUEKANMEY;KLOUEKANME;EHUZU;EPP EHUZU G/A;PV 03;6.9814182;1.8385634
9479;COUFFO;KLOUEKANMEY;KLOUEKANME;EHUZU;EPP EHUZU G/A;PV 04;6.9814182;1.8385634
9480;COUFFO;KLOUEKANMEY;KLOUEKANME;HONHLONMITONHOU;CEG 1 KLOUEKANME;PV 01;6.9814182;1.8385634
9481;COUFFO;KLOUEKANMEY;KLOUEKANME;HONHLONMITONHOU;CEG 1 KLOUEKANME;PV 02;6.9814182;1.8385634
9482;COUFFO;KLOUEKANMEY;KLOUEKANME;HONHLONMITONHOU;CEG 1 KLOUEKANME;PV 03;6.9814182;1.8385634
9483;COUFFO;KLOUEKANMEY;KLOUEKANME;HONHLONMITONHOU;CEG 1 KLOUEKANME;PV 04;6.9814182;1.8385634
9484;COUFFO;KLOUEKANMEY;KLOUEKANME;KLOUEKANME-GARE;HANGAR PARC AUTO PLACE PUBLIQUE;PV 01;6.9814182;1.8385634
9485;COUFFO;KLOUEKANMEY;KLOUEKANME;KLOUEKANME-GARE;HANGAR PARC AUTO PLACE PUBLIQUE;PV 02;6.9814182;1.8385634
9486;COUFFO;KLOUEKANMEY;KLOUEKANME;KLOUEKANME-GARE;HANGAR PARC AUTO PLACE PUBLIQUE;PV 03;6.9814182;1.8385634
9487;COUFFO;KLOUEKANMEY;KLOUEKANME;SEGLAHOUE;EPP SEGLAHOUE G/A ET B;PV 01;6.9814182;1.8385634
9488;COUFFO;KLOUEKANMEY;KLOUEKANME;SEGLAHOUE;EPP SEGLAHOUE G/A ET B;PV 02;6.9814182;1.8385634
9489;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI;EPP TCHANVEDJI II G/A;PV 01;6.9814182;1.8385634
9490;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI;EPP TCHANVEDJI II G/A;PV 02;6.9814182;1.8385634
9491;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI;EPP TCHANVEDJI II G/A;PV 03;6.9814182;1.8385634
9492;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI;EPP TCHANVEDJI II G/A;PV 04;6.9814182;1.8385634
9493;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI-SOAGNON;CEG 2 KLOUEKANME;PV 01;6.9814182;1.8385634
9494;COUFFO;KLOUEKANMEY;KLOUEKANME;TCHANVEDJI-SOAGNON;CEG 2 KLOUEKANME;PV 02;6.9814182;1.8385634
9495;COUFFO;KLOUEKANMEY;KLOUEKANME;TOTROYOYOU;EPP MAHOULEME;PV 01;6.9814182;1.8385634
9496;COUFFO;KLOUEKANMEY;KLOUEKANME;TOTROYOYOU;EPP MAHOULEME;PV 02;6.9814182;1.8385634
9497;COUFFO;KLOUEKANMEY;KLOUEKANME;TOTROYOYOU;EPP MAHOULEME;PV 03;6.9814182;1.8385634
9498;COUFFO;KLOUEKANMEY;KLOUEKANME;TOTROYOYOU;EPP SEHOUNKOHOUE;PV 01;6.9814182;1.8385634
9499;COUFFO;KLOUEKANMEY;KLOUEKANME;ZONDREBOHOUE;CENTRE DES JEUNES;PV 01;6.9814182;1.8385634
9500;COUFFO;KLOUEKANMEY;KLOUEKANME;ZONDREBOHOUE;CENTRE DES JEUNES;PV 02;6.9814182;1.8385634
9501;COUFFO;KLOUEKANMEY;KLOUEKANME;ZONDREBOHOUE;CENTRE DES JEUNES;PV 03;6.9814182;1.8385634
9502;COUFFO;KLOUEKANMEY;KLOUEKANME;ZONDREBOHOUE;EPP KLOUEKANME G/A ET B;PV 01;6.9814182;1.8385634
9503;COUFFO;KLOUEKANMEY;KLOUEKANME;ZOUVOU;PLACE PUBLIDUE DAMEDEHOUE;PV 01;6.9814182;1.8385634
9504;COUFFO;KLOUEKANMEY;KLOUEKANME;ZOUVOU;PLACE PUBLIDUE DAMEDEHOUE;PV 02;6.9814182;1.8385634
9505;COUFFO;KLOUEKANMEY;KLOUEKANME;ZOUVOU;PLACE PUBLIQUE TCHILEHOUNHOUE;PV 01;6.9814182;1.8385634
9506;COUFFO;KLOUEKANMEY;KLOUEKANME;ZOUVOU;PLACE PUBLIQUE TCHILEHOUNHOUE;PV 02;6.9814182;1.8385634
9507;COUFFO;KLOUEKANMEY;LANTA;DEKANDJI;EPP DEKANDJI;PV 01;6.9814182;1.8385634
9508;COUFFO;KLOUEKANMEY;LANTA;DEKANDJI;EPP DEKANDJI;PV 02;6.9814182;1.8385634
9509;COUFFO;KLOUEKANMEY;LANTA;DEKANDJI;EPP DEKANDJI;PV 03;6.9814182;1.8385634
9510;COUFFO;KLOUEKANMEY;LANTA;DEKANDJI;EPP FAWATOU;PV 01;6.9814182;1.8385634
9511;COUFFO;KLOUEKANMEY;LANTA;GBOWIME;EPP GBOWIME;PV 01;6.9814182;1.8385634
9512;COUFFO;KLOUEKANMEY;LANTA;GBOWIME;EPP GBOWIME;PV 02;6.9814182;1.8385634
9513;COUFFO;KLOUEKANMEY;LANTA;GBOWIME;EPP GBOWIME;PV 03;6.9814182;1.8385634
9514;COUFFO;KLOUEKANMEY;LANTA;GOLOUHOUE;EPP GOLOUHOUE;PV 01;6.9814182;1.8385634
9515;COUFFO;KLOUEKANMEY;LANTA;GOLOUHOUE;EPP GOLOUHOUE;PV 02;6.9814182;1.8385634
9516;COUFFO;KLOUEKANMEY;LANTA;GOLOUHOUE;HANGAR PLACE PUBLIQUE SOGBAHOUE;PV 01;6.9814182;1.8385634
9517;COUFFO;KLOUEKANMEY;LANTA;LANTA CENTRE;EPP LANTA CENTRE;PV 01;6.9814182;1.8385634
9518;COUFFO;KLOUEKANMEY;LANTA;LANTA CENTRE;EPP LANTA CENTRE;PV 02;6.9814182;1.8385634
9519;COUFFO;KLOUEKANMEY;LANTA;LANTA CENTRE;EPP LANTA CENTRE;PV 03;6.9814182;1.8385634
9521;COUFFO;KLOUEKANMEY;LANTA;SAWAME-HOUEYIHO;EPP DAGOUDIHOUE;PV 01;6.9814182;1.8385634
9522;COUFFO;KLOUEKANMEY;LANTA;SAWAME-HOUEYIHO;EPP HOUAGNONHOUE;PV 01;6.9814182;1.8385634
9523;COUFFO;KLOUEKANMEY;LANTA;SAWAME-HOUEYIHO;EPP SAWAME-HOUEYIHO;PV 01;6.9814182;1.8385634
9524;COUFFO;KLOUEKANMEY;LANTA;TOKANME-KPODJI;EPP KPODJI CENTRE;PV 01;6.9814182;1.8385634
9525;COUFFO;KLOUEKANMEY;LANTA;TOKANME-KPODJI;EPP KPODJI CENTRE;PV 02;6.9814182;1.8385634
9526;COUFFO;KLOUEKANMEY;LANTA;TOKANME-KPODJI;EPP KPODJI CENTRE;PV 03;6.9814182;1.8385634
9527;COUFFO;KLOUEKANMEY;LANTA;TOKANME-MONTOU;EPP HONFIADJE;PV 01;6.9814182;1.8385634
9528;COUFFO;KLOUEKANMEY;LANTA;TOKANME-MONTOU;EPP HONFIADJE;PV 02;6.9814182;1.8385634
9529;COUFFO;KLOUEKANMEY;LANTA;TOKANME-MONTOU;EPP TOKANME MONTOU;PV 01;6.9814182;1.8385634
9530;COUFFO;KLOUEKANMEY;LANTA;TOKANME-MONTOU;EPP TOKANME MONTOU;PV 02;6.9814182;1.8385634
9531;COUFFO;KLOUEKANMEY;LANTA;TOKANME-MONTOU;EPP TOLAGBAMEY;PV 01;6.9814182;1.8385634
9532;COUFFO;KLOUEKANMEY;TCHIKPE;AGBAGO;EPP AGBAGO;PV 01;6.9814182;1.8385634
9533;COUFFO;KLOUEKANMEY;TCHIKPE;AGBAGO;EPP AGBAGO;PV 02;6.9814182;1.8385634
9534;COUFFO;KLOUEKANMEY;TCHIKPE;AGBAGO;EPP AGBAGO;PV 03;6.9814182;1.8385634
9535;COUFFO;KLOUEKANMEY;TCHIKPE;AKOUEGBADJA;EPP AKOUEGBADJA G/A ,B ET C;PV 01;6.9814182;1.8385634
9536;COUFFO;KLOUEKANMEY;TCHIKPE;AKOUEGBADJA;EPP AKOUEGBADJA G/A ,B ET C;PV 02;6.9814182;1.8385634
9537;COUFFO;KLOUEKANMEY;TCHIKPE;AKOUEGBADJA;EPP AKOUEGBADJA G/A ,B ET C;PV 03;6.9814182;1.8385634
9538;COUFFO;KLOUEKANMEY;TCHIKPE;AKOUEGBADJA;PLACE PUBLIDUE CHIGBLOHOUE;PV 01;6.9814182;1.8385634
9539;COUFFO;KLOUEKANMEY;TCHIKPE;GNANTCHIME;EPP GNANTCHIME;PV 01;6.9814182;1.8385634
