N°;DEPARTEMENT;COMMUNE;ARRONDISSEMENT;VILLAGE_QUARTIER;CENTRE DE VOTE;POSTE DE VOTE
8677;COUFFO;APLAHOUE;APLAHOUE;AFLANTAN;EPP AFLANTAN;PV 03
8678;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;BUREAU ARRONDISSEMENT;PV 01
8679;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;BUREAU ARRONDISSEMENT;PV 02
8680;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;BUREAU ARRONDISSEMENT;PV 03
8681;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;EPP APLAHOUE CENTRE;PV 01
8682;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;EPP APLAHOUE CENTRE;PV 02
8683;COUFFO;APLAHOUE;APLAHOUE;APLAHOUE;EPP APLAHOUE CENTRE;PV 03
8684;COUFFO;APLAHOUE;APLAHOUE;AVEGODO;EPP AVEGODO;PV 01
8685;COUFFO;APLAHOUE;APLAHOUE;AVEGODO;EPP AVEGODO;PV 02
8686;COUFFO;APLAHOUE;APLAHOUE;AVEGODO;EPP AVEGODO;PV 03
8687;COUFFO;APLAHOUE;APLAHOUE;AVEGODO;HANGAR PLACE PUBLIQUE METOHOUE;PV 01
8688;COUFFO;APLAHOUE;APLAHOUE;AVEGODO;HANGAR PLACE PUBL ZOHOUMEY;PV 01
8689;COUFFO;APLAHOUE;APLAHOUE;AZONDOGAHOUE;EPP AZONDOGAHOUE;PV 01
8690;COUFFO;APLAHOUE;APLAHOUE;AZONDOGAHOUE;EPP AZONDOGAHOUE;PV 02
8691;COUFFO;APLAHOUE;APLAHOUE;AZONDOGAHOUE;EPP AZONDOGAHOUE;PV 03
8692;COUFFO;APLAHOUE;APLAHOUE;AZONDOGAHOUE;EPP DAGBOHOUE;PV 01
8693;COUFFO;APLAHOUE;APLAHOUE;BOSSOUHOUE;EPP BOSSOUHOUE;PV 01
8694;COUFFO;APLAHOUE;APLAHOUE;BOSSOUHOUE;EPP BOSSOUHOUE;PV 02
8695;COUFFO;APLAHOUE;APLAHOUE;DANNOUHOUE;EPP DANNOUHOUE;PV 01
8696;COUFFO;APLAHOUE;APLAHOUE;DANNOUHOUE;EPP DANNOUHOUE;PV 02
8697;COUFFO;APLAHOUE;APLAHOUE;DANNOUHOUE;EPP DANNOUHOUE;PV 03
8698;COUFFO;APLAHOUE;APLAHOUE;DHOSSOUHOUE;EPP DHOSSOUHOUE;PV 01
8699;COUFFO;APLAHOUE;APLAHOUE;DHOSSOUHOUE;EPP DHOSSOUHOUE;PV 02
8700;COUFFO;APLAHOUE;APLAHOUE;DJIKPAME;EPP DJIKPAME;PV 01
8701;COUFFO;APLAHOUE;APLAHOUE;DJIKPAME;EPP DJIKPAME;PV 02
8702;COUFFO;APLAHOUE;APLAHOUE;DJIKPAME;HANGAR PLACE PUBL PIKOUE;PV 01
8703;COUFFO;APLAHOUE;APLAHOUE;GBEZE;MAGAZIN GV GBEZE;PV 01
8704;COUFFO;APLAHOUE;APLAHOUE;GBEZE;MAGAZIN GV GBEZE;PV 02
8705;COUFFO;APLAHOUE;APLAHOUE;HEVI-SENOUHOUE;EPP HEVI-SENOUHOUE;PV 01
8706;COUFFO;APLAHOUE;APLAHOUE;HEVI-SENOUHOUE;EPP HEVI-SENOUHOUE;PV 02
8707;COUFFO;APLAHOUE;APLAHOUE;HOUNSAHOUE;EPP AFLANTAN FRONTIERE;PV 01
8708;COUFFO;APLAHOUE;APLAHOUE;KAÏTEMEY;EPP OUATCHI AYIHOUE;PV 01
8709;COUFFO;APLAHOUE;APLAHOUE;KAÏTEMEY;EPP OUATCHI AYIHOUE;PV 02
8710;COUFFO;APLAHOUE;APLAHOUE;KAÏTEMEY;MAGASIN GV KAÏTEMEY;PV 01
8711;COUFFO;APLAHOUE;APLAHOUE;KPODJI;MAGASIN GV KPODJI;PV 01
8712;COUFFO;APLAHOUE;APLAHOUE;KPODJI;MAGASIN GV KPODJI;PV 02
8713;COUFFO;APLAHOUE;APLAHOUE;LOKOGBA;EPP LOKOGBA;PV 01
8714;COUFFO;APLAHOUE;APLAHOUE;LOKOGBA;EPP LOKOGBA;PV 02
8715;COUFFO;APLAHOUE;APLAHOUE;LOKOGBA;EPP LOKOGBA;PV 03
8716;COUFFO;APLAHOUE;APLAHOUE;LOKOGBA;HANGAR PLACE PUBLIQUE DOGLIHOUE;PV 01
8717;COUFFO;APLAHOUE;APLAHOUE;LOKOGBA;HANGAR PLACE PUBLIQUE VOIE LODJI;PV 01
8718;COUFFO;APLAHOUE;APLAHOUE;TCHIGLIHOUE;EPP TCHIGLIHOUE;PV 01
8719;COUFFO;APLAHOUE;APLAHOUE;TCHIGLIHOUE;EPP TCHIGLIHOUE;PV 02
8720;COUFFO;APLAHOUE;APLAHOUE;ZOHOUDJI;EPP ZOHOUDJI;PV 01
8721;COUFFO;APLAHOUE;APLAHOUE;ZOHOUDJI;EPP ZOHOUDJI;PV 02
8722;COUFFO;APLAHOUE;APLAHOUE;ZOHOUDJI;EPP ZOHOUDJI;PV 03
8723;COUFFO;APLAHOUE;ATOMEY;AGBOTAVOU;EPP AGBOTAVOU;PV 01
8724;COUFFO;APLAHOUE;ATOMEY;AGNAMEY;EPP AGNAMEY;PV 01
8725;COUFFO;APLAHOUE;ATOMEY;AGNAMEY;EPP AGNAMEY;PV 02
8726;COUFFO;APLAHOUE;ATOMEY;AGODOGOUI;EPP AGODOGOUI;PV 01
8727;COUFFO;APLAHOUE;ATOMEY;AGODOGOUI;EPP AGODOGOUI;PV 02
8728;COUFFO;APLAHOUE;ATOMEY;AGODOGOUI;EPP AGODOGOUI;PV 03
8729;COUFFO;APLAHOUE;ATOMEY;AGODOGOUI;EPP AGODOGOUI;PV 04
8730;COUFFO;APLAHOUE;ATOMEY;ATOMEY-AVEGANMEY;EPP AVEGANMEY;PV 01
8731;COUFFO;APLAHOUE;ATOMEY;ATOMEY-AVEGANMEY;EPP AVEGANMEY;PV 02
8732;COUFFO;APLAHOUE;ATOMEY;ATOMEY-AVEGANMEY;EPP AVEGANMEY;PV 03
8733;COUFFO;APLAHOUE;ATOMEY;BAVOU;EPP BAVOU;PV 01
8734;COUFFO;APLAHOUE;ATOMEY;COUFFOKPA;HANGAR PLACE PUBLIQUE AGBOHOUE;PV 01
8735;COUFFO;APLAHOUE;ATOMEY;COUFFOKPA;HANGAR PLACE PUBLIQUE AGBOHOUE;PV 02
8736;COUFFO;APLAHOUE;ATOMEY;COUFFOKPA;HANGAR PLACE PUBLIQUE AGBOHOUE;PV 03
8737;COUFFO;APLAHOUE;ATOMEY;DATCHA;EPP DATCHA;PV 01
8738;COUFFO;APLAHOUE;ATOMEY;DOUSSO;EPP DOUSSO;PV 01
8739;COUFFO;APLAHOUE;ATOMEY;GOUGOUTA;EPP AGBLOMOUHOUE;PV 01
8740;COUFFO;APLAHOUE;ATOMEY;GOUGOUTA;EPP GOUGOUTA;PV 01
8741;COUFFO;APLAHOUE;ATOMEY;HEVI;EPP HEVI CENTRE;PV 01
8742;COUFFO;APLAHOUE;ATOMEY;HEVI;EPP HEVI CENTRE;PV 02
8743;COUFFO;APLAHOUE;ATOMEY;HEVI;EPP HEVI CENTRE;PV 03
8744;COUFFO;APLAHOUE;ATOMEY;HONTONOU;EPP HONTONOU;PV 01
8745;COUFFO;APLAHOUE;ATOMEY;HONTONOU;EPP HONTONOU;PV 02
8746;COUFFO;APLAHOUE;ATOMEY;KPODJI;PLACE PUBLIQUE KPODJI;PV 01
8747;COUFFO;APLAHOUE;ATOMEY;KPODJI;PLACE PUBLIQUE KPODJI;PV 02
8748;COUFFO;APLAHOUE;ATOMEY;LANHOUETOMEY;EPP KPEDJIOUNDEHOUE;PV 01
8749;COUFFO;APLAHOUE;ATOMEY;LANHOUETOMEY;EPP KPEDJIOUNDEHOUE;PV 02
8750;COUFFO;APLAHOUE;ATOMEY;LANHOUETOMEY;EPP LANHOUETOMEY;PV 01
8751;COUFFO;APLAHOUE;ATOMEY;SODJAGOHOUE;EPP SODJAGOHOUE;PV 01
8752;COUFFO;APLAHOUE;ATOMEY;VIVIMEY;EPP VIVIMEY;PV 01
8753;COUFFO;APLAHOUE;ATOMEY;VOLLY-LATADJI;EPP VOLLY-LATADJI;PV 01
8754;COUFFO;APLAHOUE;ATOMEY;VOLLY-LATADJI;EPP VOLLY-LATADJI;PV 02
8755;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 01
8756;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 02
8757;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 03
8758;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 04
8759;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 05
8760;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 06
8761;COUFFO;APLAHOUE;AZOVE;AVEGODOUI;EPP AVEGODOUI CENTRE G/A, B, C ET D;PV 07
8762;COUFFO;APLAHOUE;AZOVE;AVETUIMEY;EPP AVETUIMEY DOMANNOUHOUE;PV 01
8763;COUFFO;APLAHOUE;AZOVE;AVETUIMEY;EPP AVETUIMEY DOMANNOUHOUE;PV 02
8764;COUFFO;APLAHOUE;AZOVE;AVETUIMEY;EPP AVETUIMEY DOMANNOUHOUE;PV 03
8765;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 01
8766;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 02
8767;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 03
8768;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 04
8769;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 05
8770;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 06
8771;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;BUREAU ARRONDISSEMENT;PV 07
8772;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE CENTRE G/A, B, C ET D;PV 01
8773;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE CENTRE G/A, B, C ET D;PV 02
8774;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE CENTRE G/A, B, C ET D;PV 03
8775;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE CENTRE G/A, B, C ET D;PV 04
8776;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE CENTRE G/A, B, C ET D;PV 05
8777;COUFFO;APLAHOUE;AZOVE;AZOVE CENTRE;EPP AZOVE DOKPONOUHOUE;PV 01
8778;COUFFO;APLAHOUE;AZOVE;DEKANMEY;HANGAR PLACE PUBLIQUE DEKANMEY;PV 01
8779;COUFFO;APLAHOUE;AZOVE;DJIMADOHOUE;EPP DJIMADOHOUE;PV 01
8780;COUFFO;APLAHOUE;AZOVE;DJIMADOHOUE;EPP DJIMADOHOUE;PV 02
8781;COUFFO;APLAHOUE;AZOVE;DJIMADOHOUE;EPP DJIMADOHOUE;PV 03
8782;COUFFO;APLAHOUE;AZOVE;DJIMADOHOUE;SALLE DE LECTURE UNIVERSITAIRE AZOVE;PV 01
8783;COUFFO;APLAHOUE;AZOVE;DJIMADOHOUE;SALLE DE LECTURE UNIVERSITAIRE AZOVE;PV 02
8784;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 01
8785;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 02
8786;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 03
8787;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 04
8788;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 05
8789;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 06
8790;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 07
8791;COUFFO;APLAHOUE;AZOVE;EKINHOUE;EPP EKINHOUE;PV 08
8792;COUFFO;APLAHOUE;AZOVE;EKINHOUE;PLACE PUBLIQUE VINOUHOUE;PV 01
8793;COUFFO;APLAHOUE;AZOVE;EKINHOUE;PLACE PUBLIQUE VINOUHOUE;PV 02
8794;COUFFO;APLAHOUE;AZOVE;EKINHOUE;PLACE PUBLIQUE VINOUHOUE;PV 03
8795;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 01
8796;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 02
8797;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 03
8798;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 04
8799;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 05
8800;COUFFO;APLAHOUE;AZOVE;GBOFOLY;CEG2 GBOFOLY TOKOUHOUE;PV 06
8801;COUFFO;APLAHOUE;AZOVE;GBOFOLY;EPP GBOFOLY G/A, B ET C;PV 01
8802;COUFFO;APLAHOUE;AZOVE;GBOFOLY;EPP GBOFOLY G/A, B ET C;PV 02
8803;COUFFO;APLAHOUE;AZOVE;HESSOUHOUE;EPP TOTCHANGNI DJELEHOUE;PV 01
8804;COUFFO;APLAHOUE;AZOVE;HESSOUHOUE;EPP TOTCHANGNI DJELEHOUE;PV 02
8805;COUFFO;APLAHOUE;AZOVE;HESSOUHOUE;EPP TOTCHANGNI DJELEHOUE;PV 03
8806;COUFFO;APLAHOUE;AZOVE;KPAKOMEY;CEG 1 AZOVE CENTRE KPACOMEY;PV 01
8807;COUFFO;APLAHOUE;AZOVE;KPAKOMEY;CEG 1 AZOVE CENTRE KPACOMEY;PV 02
8808;COUFFO;APLAHOUE;AZOVE;KPAKOMEY;CEG 1 AZOVE CENTRE KPACOMEY;PV 03
8809;COUFFO;APLAHOUE;AZOVE;KPAKOMEY;CEG 1 AZOVE CENTRE KPACOMEY;PV 04
8810;COUFFO;APLAHOUE;AZOVE;KPAKOMEY;CEG 1 AZOVE CENTRE KPACOMEY;PV 05
8811;COUFFO;APLAHOUE;AZOVE;OUCHIHOUE;EPP ITOUHOUE;PV 01
8812;COUFFO;APLAHOUE;AZOVE;OUCHIHOUE;EPP ITOUHOUE;PV 02
8813;COUFFO;APLAHOUE;AZOVE;OUCHIHOUE;EPP ITOUHOUE;PV 03
8814;COUFFO;APLAHOUE;AZOVE;OUCHIHOUE;EPP ITOUHOUE;PV 04
8815;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 01
8816;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 02
8817;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 03
8818;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 04
8819;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 05
8820;COUFFO;APLAHOUE;AZOVE;YEHOUEMEY;EPP YEHOUEMEY G/A , B ET C;PV 06
8822;COUFFO;APLAHOUE;DEKPO-CENTRE;ADAME;EPP ADAME;PV 01
8823;COUFFO;APLAHOUE;DEKPO-CENTRE;ADAME;EPP ADAME;PV 02
8824;COUFFO;APLAHOUE;DEKPO-CENTRE;ADANDEHOUE;EPP ADANDEHOUE;PV 01
8825;COUFFO;APLAHOUE;DEKPO-CENTRE;ADANDEHOUE;EPP ADANDEHOUE;PV 02
8826;COUFFO;APLAHOUE;DEKPO-CENTRE;AKEME;EPP AKEME;PV 01
8827;COUFFO;APLAHOUE;DEKPO-CENTRE;ATTO-HOUE;EPP ATTO-HOUE;PV 01
8828;COUFFO;APLAHOUE;DEKPO-CENTRE;ATTO-HOUE;EPP ATTO-HOUE;PV 02
8829;COUFFO;APLAHOUE;DEKPO-CENTRE;BOZINKPE;HANGAR PLACE PUBLIQUE GBECHIHOUE;PV 01
8830;COUFFO;APLAHOUE;DEKPO-CENTRE;BOZINKPE;HANGAR PLACE PUBLIQUE GBECHIHOUE;PV 02
8831;COUFFO;APLAHOUE;DEKPO-CENTRE;BOZINKPE;HANGAR PLACE PUBLIQUE GBECHIHOUE;PV 03
8832;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKANDJI;EPP ATCHIHOUE;PV 01
8833;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKANDJI;EPP ATCHIHOUE;PV 02
8834;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKANDJI;MAGAZIN GV ATCHIHOUE;PV 01
8835;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKANDJI;MAGAZIN GV ATCHIHOUE;PV 02
8836;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKPO-CENTRE;EPP DEKPO G/A;PV 01
8837;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKPO-CENTRE;EPP DEKPO G/A;PV 02
8838;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKPO-CENTRE;EPP DEKPO G/A;PV 03
8839;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKPO-CENTRE;EPP DEKPO G/A;PV 04
8840;COUFFO;APLAHOUE;DEKPO-CENTRE;DEKPO-CENTRE;EPP DEKPO G/A;PV 05
8841;COUFFO;APLAHOUE;DEKPO-CENTRE;GBETOHOUE;HANGAR PLACE PUBLIQUE GBETOHOUE;PV 01
8842;COUFFO;APLAHOUE;DEKPO-CENTRE;GNONFIHOUE;HANGAR PLACE PUBLIQUE GNONFIHOUE;PV 01
8843;COUFFO;APLAHOUE;DEKPO-CENTRE;GNONFIHOUE;HANGAR PLACE PUBLIQUE GNONFIHOUE;PV 02
8844;COUFFO;APLAHOUE;DEKPO-CENTRE;HONTONMEY;EPP DAWI;PV 01
8845;COUFFO;APLAHOUE;DEKPO-CENTRE;HONTONMEY;EPP DAWI;PV 02
8846;COUFFO;APLAHOUE;DEKPO-CENTRE;HONTONMEY;EPP HONTONMEY;PV 01
8847;COUFFO;APLAHOUE;DEKPO-CENTRE;KOYOHOUE;BATIMENT PROJET PAN CVDS;PV 01
8848;COUFFO;APLAHOUE;DEKPO-CENTRE;KOYOHOUE;BATIMENT PROJET PAN CVDS;PV 02
8849;COUFFO;APLAHOUE;DEKPO-CENTRE;KOYOHOUE;EPP GBONGBONHOUE;PV 01
8850;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 01
8851;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 02
8852;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 03
8853;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 04
8854;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 05
8855;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;EPP LAGBAVE;PV 06
8856;COUFFO;APLAHOUE;DEKPO-CENTRE;LAGBAVE;MAGASIN GV ZODOUME;PV 01
8857;COUFFO;APLAHOUE;DEKPO-CENTRE;SEHONOUHOUE;EPP SEHONOUHOUE;PV 01
8858;COUFFO;APLAHOUE;DEKPO-CENTRE;SEHONOUHOUE;EPP SEHONOUHOUE;PV 02
8859;COUFFO;APLAHOUE;DEKPO-CENTRE;TCHATEHOUE;EPP TCHATEHOUE;PV 01
8860;COUFFO;APLAHOUE;DEKPO-CENTRE;TCHATEHOUE;EPP TCHATEHOUE;PV 02
8861;COUFFO;APLAHOUE;GODOHOU;DJOWE;EPP DJOWE KPODJI;PV 01
8862;COUFFO;APLAHOUE;GODOHOU;DJOWE;EPP DJOWE KPODJI;PV 02
8863;COUFFO;APLAHOUE;GODOHOU;FANDJIGAHOUE;PLACE PUBLIQUE FANDJIGAHOUE;PV 01
8864;COUFFO;APLAHOUE;GODOHOU;FANDJIGAHOUE;PLACE PUBLIQUE FANDJIGAHOUE;PV 02
8865;COUFFO;APLAHOUE;GODOHOU;GADEKOHOUNHOUE;EPP GADEKOHOUNHOUE;PV 01
8866;COUFFO;APLAHOUE;GODOHOU;GADEKOHOUNHOUE;EPP GADEKOHOUNHOUE;PV 02
8867;COUFFO;APLAHOUE;GODOHOU;GODOHOU;EPP GODOHOU;PV 01
8868;COUFFO;APLAHOUE;GODOHOU;GODOHOU;EPP GODOHOU;PV 02
8869;COUFFO;APLAHOUE;GODOHOU;HONTOUI;EPP HONTOUI;PV 01
8870;COUFFO;APLAHOUE;GODOHOU;HONTOUI;EPP HONTOUI;PV 02
8871;COUFFO;APLAHOUE;GODOHOU;HONTOUI;EPP SAGBOHOUE;PV 01
8872;COUFFO;APLAHOUE;GODOHOU;KOGBETOHOUE;EPP GOUGAN KOGBETOHOUE;PV 01
8873;COUFFO;APLAHOUE;GODOHOU;KOGBETOHOUE;EPP GOUGAN KOGBETOHOUE;PV 02
8874;COUFFO;APLAHOUE;GODOHOU;MAHOUGBEHOUE;EPP MAHOUGBEHOUE;PV 01
8875;COUFFO;APLAHOUE;GODOHOU;SINLITA;EPP SINLITA G/A ET B;PV 01
8876;COUFFO;APLAHOUE;GODOHOU;SINLITA;EPP SINLITA G/A ET B;PV 02
8877;COUFFO;APLAHOUE;GODOHOU;SINLITA;EPP SINLITA G/A ET B;PV 03
8878;COUFFO;APLAHOUE;GODOHOU;SINLITA;HANGAR PLACE PUBLIQUE N'DAHOUE;PV 01
8879;COUFFO;APLAHOUE;GODOHOU;TAKPATCHIOME;EPP TAKPATCHIOME;PV 01
8880;COUFFO;APLAHOUE;GODOHOU;TAKPATCHIOME;EPP TAKPATCHIOME;PV 02
8881;COUFFO;APLAHOUE;GODOHOU;TAKPATCHIOME;PLACE PUBLIQUE SOHOUNDOHOUE;PV 01
8882;COUFFO;APLAHOUE;GODOHOU;TOTCHIKEME;PLACE PUBLIQUE TOTCHIKEME;PV 01
8883;COUFFO;APLAHOUE;GODOHOU;WAKPE;EPP WAKPE;PV 01
8884;COUFFO;APLAHOUE;GODOHOU;WAKPE;EPP WAKPE;PV 02
8885;COUFFO;APLAHOUE;GODOHOU;WAKPE;EPP WAKPE;PV 03
8886;COUFFO;APLAHOUE;GODOHOU;WAKPE;EPP WAKPE;PV 04
8887;COUFFO;APLAHOUE;GODOHOU;WAKPE;PLACE PUBLIQUE KLEKPE-CENTRE;PV 01
8888;COUFFO;APLAHOUE;GODOHOU;ZAME;EPP NINIHOUE;PV 01
8889;COUFFO;APLAHOUE;GODOHOU;ZAME;EPP NINIHOUE;PV 02
8890;COUFFO;APLAHOUE;GODOHOU;ZAME;EPP ZAME;PV 01
8891;COUFFO;APLAHOUE;GODOHOU;ZAME;EPP ZAME;PV 02
8892;COUFFO;APLAHOUE;KISSAMEY;BOGANDJI;MAGASIN PLAN BENIN;PV 01
8893;COUFFO;APLAHOUE;KISSAMEY;BOGANDJI;MAGASIN PLAN BENIN;PV 02
8894;COUFFO;APLAHOUE;KISSAMEY;DOGOHOUE;EPP DOGOHOUE;PV 01
8895;COUFFO;APLAHOUE;KISSAMEY;DOGOHOUE;EPP DOGOHOUE;PV 02
8896;COUFFO;APLAHOUE;KISSAMEY;EDEHOUE;EPP EDEHOUE;PV 01
8897;COUFFO;APLAHOUE;KISSAMEY;EDEHOUE;EPP EDEHOUE;PV 02
8898;COUFFO;APLAHOUE;KISSAMEY;GBAKONOU;EPP GBAKONOU;PV 01
8899;COUFFO;APLAHOUE;KISSAMEY;GBAKONOU;EPP GBAKONOU;PV 02
8900;COUFFO;APLAHOUE;KISSAMEY;GBAKONOU;EPP GBAKONOU;PV 03
8901;COUFFO;APLAHOUE;KISSAMEY;GBAKONOU;EPP GBAKONOU;PV 04
8902;COUFFO;APLAHOUE;KISSAMEY;HAVOU;EPP HAVOU;PV 01
8903;COUFFO;APLAHOUE;KISSAMEY;HAVOU;EPP HAVOU;PV 02
8904;COUFFO;APLAHOUE;KISSAMEY;HEDJINAWA;EPP HOUNGBA;PV 01
8905;COUFFO;APLAHOUE;KISSAMEY;HEDJINAWA;MAGASIN GV HEDJINNAWA;PV 01
8906;COUFFO;APLAHOUE;KISSAMEY;HEDJINAWA;MAGASIN GV HEDJINNAWA;PV 02
8907;COUFFO;APLAHOUE;KISSAMEY;HEDJINAWA;EPP ESSUIMEY;PV 01
8908;COUFFO;APLAHOUE;KISSAMEY;HEDJINAWA;EPP ESSUIMEY;PV 02
8909;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;EPP HELETOUMEY;PV 01
8910;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;EPP HELETOUMEY;PV 02
8911;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;EPP HELETOUMEY;PV 03
8912;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;EPP HELETOUMEY;PV 04
8913;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;EPP HELETOUMEY;PV 05
8914;COUFFO;APLAHOUE;KISSAMEY;HELETOUMEY;MAGASIN GV VANDEHOUE;PV 01
8915;COUFFO;APLAHOUE;KISSAMEY;HOUETAN;EPP HOUETAN G/ABC;PV 01
8916;COUFFO;APLAHOUE;KISSAMEY;HOUETAN;EPP HOUETAN G/ABC;PV 02
8917;COUFFO;APLAHOUE;KISSAMEY;HOUNGBAMEY;EPP HOUNGBAMEY;PV 01
8918;COUFFO;APLAHOUE;KISSAMEY;HOUNGBAMEY;EPP HOUNGBAMEY;PV 02
8922;COUFFO;APLAHOUE;KISSAMEY;KISSAMEY;MAGASIN PUBLIQUE KISSAMEY;PV 02
8923;COUFFO;APLAHOUE;KISSAMEY;KISSAMEY;MAGASIN PUBLIQUE KISSAMEY;PV 03
8924;COUFFO;APLAHOUE;KISSAMEY;KOUMAKOHOUE;EPP KOUMAKOHOUE;PV 01
8925;COUFFO;APLAHOUE;KISSAMEY;KOUMAKOHOUE;EPP KOUMAKOHOUE;PV 02
8926;COUFFO;APLAHOUE;KISSAMEY;LOKOSSOUHOUE;MAGASIN GV LOKOSSOUHOUE;PV 01
8927;COUFFO;APLAHOUE;KISSAMEY;TANNOU;CENTRE DE SANTE TANNOU;PV 01
8928;COUFFO;APLAHOUE;KISSAMEY;TANNOU;CENTRE DE SANTE TANNOU;PV 02
8929;COUFFO;APLAHOUE;KISSAMEY;TANNOU;EPP TANNOU;PV 01
8930;COUFFO;APLAHOUE;KISSAMEY;TOUVOU;EPP TOUVOU;PV 01
8931;COUFFO;APLAHOUE;KISSAMEY;TOUVOU;EPP TOUVOU;PV 02
8932;COUFFO;APLAHOUE;KISSAMEY;TOUVOU;EPP TOUVOU;PV 03
8933;COUFFO;APLAHOUE;KISSAMEY;TOUVOU;EPP TOUVOU;PV 04
8935;COUFFO;APLAHOUE;LONKLY;ABOLOUME;MAGASIN GV ABOLOUME;PV 01
